Cod. Cliente;Loja;Município;UF;Zona
504382;1;RIBEIRAO PIRES;SP;SP1118
504385;1;PIRASSUNUNGA;SP;SP2208
504393;1;BARUERI;SP;SP1119
504412;1;CRAVINHOS;SP;SP2212
504419;1;SAO PAULO;SP;SP1122
504423;1;MIRASSOL;SP;SP2213
504431;1;MOGI DAS CRUZES;SP;SP2216
504435;1;LIMEIRA;SP;SP2210
504436;1;SAO CAETANO DO SUL;SP;SP1104
504437;1;SAO PAULO;SP;SP1115
504442;1;ADOLFO;SP;SP2206
504447;1;SAO PAULO;SP;SP1124
504449;1;GUARULHOS;SP;SP1117
504455;1;AMERICANA;SP;SP2210
504467;1;SAO PAULO;SP;SP1101
504469;1;SAO PAULO;SP;SP1101
504481;1;SAO PAULO;SP;SP1115
504492;1;AMERICANA;SP;SP2210
504495;1;VIRADOURO;SP;SP2212
504507;1;CEDRAL;SP;SP2206
504519;8;BAURU;SP;SP1099
504523;1;SAO PAULO;SP;SP1111
504536;1;LUCIANOPOLIS;SP;SP2211
504543;1;SANTO ANDRE;SP;SP1118
504564;1;SAO PAULO;SP;SP1101
504566;1;CANDIDO RODRIGUES;SP;SP2218
504570;1;SAO PAULO;SP;SP1122
504574;1;TABOAO DA SERRA;SP;SP1123
504577;1;SAO PAULO;SP;SP1111
504586;1;SAO PAULO;SP;SP1105
504587;1;AVANHANDAVA;SP;SP2202
504600;1;PERUIBE;SP;SP2215
504601;1;SAO PAULO;SP;SP1115
504610;1;SAO PAULO;SP;SP1104
504621;1;GUARULHOS;SP;SP1117
504623;1;MOGI DAS CRUZES;SP;SP2216
504629;1;SANTO ANDRE;SP;SP1118
504631;1;GENERAL SALGADO;SP;SP2202
504633;1;SAO PAULO;SP;SP1101
504641;1;SANTA BARBARA D'OESTE;SP;SP2217
504646;1;GUARULHOS;SP;SP1117
504648;1;ITAPECERICA DA SERRA;SP;SP1123
504655;1;SANTA CRUZ DAS PALMEIRAS;SP;SP2208
504659;1;SAO PAULO;SP;SP1107
504674;1;GUARA;SP;SP2212
504690;1;SAO PAULO;SP;SP1111
504717;1;ITAPECERICA DA SERRA;SP;SP1107
504740;1;SOROCABA;SP;SP2204
504767;1;GUAPIACU;SP;SP2206
504768;1;MOGI DAS CRUZES;SP;SP2216
504781;1;CAIEIRAS;SP;SP1119
504800;1;TAPIRATIBA;SP;SP2208
504818;1;AMERICANA;SP;SP2210
504821;1;BARIRI;SP;SP2207
504827;1;RIO GRANDE DA SERRA;SP;SP1118
504837;1;ALUMINIO;SP;SP2204
504842;1;BOTUCATU;SP;SP2207
504860;1;SAO PAULO;SP;SP1122
504869;1;SAO BERNARDO DO CAMPO;SP;SP1103
504870;1;MOGI DAS CRUZES;SP;SP2216
504878;1;MOGI DAS CRUZES;SP;SP2216
504887;1;ARACOIABA DA SERRA;SP;SP2204
504890;1;SAO PAULO;SP;SP1116
504892;1;BARRA BONITA;SP;SP2207
504904;1;COTIA;SP;SP1108
504910;1;GUARULHOS;SP;SP1117
504916;1;SANTO ANDRE;SP;SP1118
504918;2;SAO PAULO;SP;SP1107
504918;1;SAO PAULO;SP;SP1107
504921;1;PEREIRA BARRETO;SP;2206SP
504921;1;PEREIRA BARRETO;SP;SP2202
504925;1;SAO BERNARDO DO CAMPO;SP;SP1103
504928;1;SAO PAULO;SP;SP1115
504930;1;SANTA ISABEL;SP;SP1116
504936;1;SAO PAULO;SP;SP1101
504938;1;SAO PAULO;SP;SP1124
504955;1;COSMOPOLIS;SP;SP2210
504956;1;MENDONCA;SP;SP2206
504961;1;GUARULHOS;SP;1101SP
504976;1;SANTA BARBARA D'OESTE;SP;SP2217
504980;1;OSASCO;SP;SP1109
504990;1;CARAGUATATUBA;SP;SP2219
505003;1;SALTO;SP;SP2214
505010;1;UBIRAJARA;SP;SP2211
505013;1;MARILIA;SP;SP2211
505023;1;SAO BERNARDO DO CAMPO;SP;SP1103
505024;1;SAO PAULO;SP;1101SP
505024;1;SAO PAULO;SP;SP1111
505045;1;SAO PAULO;SP;SP1121
505050;1;TAMBAU;SP;SP2208
505057;1;SAO JOSE DO RIO PRETO;SP;SP2206
505068;1;SAO PAULO;SP;SP1111
505081;1;TIETE;SP;SP2217
505084;1;PIRATININGA;SP;SP2207
505101;1;MAUA;SP;SP1106
505115;1;FERRAZ DE VASCONCELOS;SP;SP1106
505123;1;PARAGUACU PAULISTA;SP;SP2211
505134;1;BORBOREMA;SP;SP2211
505141;1;MONTEIRO LOBATO;SP;SP2219
505144;1;BARRA BONITA;SP;SP2207
505154;1;NOVA ODESSA;SP;SP2217
505155;1;AMERICANA;SP;SP2210
505156;1;SAO PAULO;SP;SP1112
505159;1;OSASCO;SP;SP1109
505163;1;CAIEIRAS;SP;SP1119
505170;1;SAO JOAO DA BOA VISTA;SP;SP2208
505179;1;SANTA BARBARA D'OESTE;SP;SP2217
505182;1;PRESIDENTE PRUDENTE;SP;SP2209
505184;1;CAMPINAS;SP;SP2214
505192;1;PANORAMA;SP;SP2209
505227;1;ALTAIR;SP;SP2212
505228;1;SAO PAULO;SP;SP1121
505234;1;PENAPOLIS;SP;SP2000
505246;1;VARGEM GRANDE PAULISTA;SP;SP1108
505247;1;SAO JOAO DA BOA VISTA;SP;SP2208
505249;1;INDAIATUBA;SP;2220SP
505249;1;INDAIATUBA;SP;SP2100
505270;1;ITAQUAQUECETUBA;SP;2100SP
505270;1;ITAQUAQUECETUBA;SP;SP1116
505273;1;SAO PAULO;SP;SP1120
505275;1;LENCOIS PAULISTA;SP;SP2207
505288;1;SAO PAULO;SP;SP1120
505296;1;RIBEIRAO PIRES;SP;SP1118
505309;1;CUNHA;SP;SP2219
505319;1;PINDORAMA;SP;SP2206
505334;1;CARAPICUIBA;SP;SP1108
505352;1;TAPIRAI;SP;SP2204
505358;1;SAO SEBASTIAO;SP;SP2219
505375;1;SAO PAULO;SP;SP1101
505403;1;VITORIA BRASIL;SP;SP2213
505407;1;HORTOLANDIA;SP;SP2214
505413;1;AMERICANA;SP;SP2210
505417;1;MOGI GUACU;SP;SP2208
505432;1;SAO PAULO;SP;SP1122
505442;1;SANTANA DE PARNAIBA;SP;SP1119
505444;1;SAO PAULO;SP;SP1121
505473;1;ILHABELA;SP;SP2219
505484;1;SAO BERNARDO DO CAMPO;SP;SP1103
505498;1;SUZANO;SP;SP2216
505511;1;MOGI GUACU;SP;SP2208
505531;1;DUMONT;SP;SP2212
505537;1;CESARIO LANGE;SP;SP2215
505548;1;SOROCABA;SP;SP2204
505549;1;SAO PAULO;SP;SP1122
505551;1;SAO PEDRO DO TURVO;SP;SP2211
505562;1;FRANCA;SP;SP2212
505564;1;SAO PAULO;SP;SP1123
505566;1;AREALVA;SP;SP2207
505567;1;ITAJU;SP;SP2207
505572;2;SAO PAULO;SP;SP1122
505576;1;SAO JOSE DOS CAMPOS;SP;SP2219
505594;1;APARECIDA;SP;2100SP
505594;1;APARECIDA;SP;SP2100
505594;2;GUARATINGUETA;SP;SP2100
505618;1;SAO PAULO;SP;SP1112
505642;1;IBIRAREMA;SP;SP2211
505650;1;SAO PAULO;SP;SP1105
505654;1;ITAPECERICA DA SERRA;SP;SP1123
505659;1;SANTO ANDRE;SP;SP1118
505667;1;SAO PAULO;SP;SP1121
505670;1;AMERICANA;SP;SP2210
505672;1;EMBU DAS ARTES;SP;SP1123
505682;1;OSASCO;SP;SP1109
505684;1;MAUA;SP;SP1106
505685;1;CARAPICUIBA;SP;SP1108
505705;1;COTIA;SP;SP1108
505718;1;MOGI DAS CRUZES;SP;SP2216
505720;1;OSASCO;SP;SP1109
505735;1;SAO PAULO;SP;SP1101
505737;1;MOGI DAS CRUZES;SP;SP2216
505739;1;SAO JOSE DO RIO PRETO;SP;SP2206
505770;1;SOROCABA;SP;SP2204
505771;1;MOGI DAS CRUZES;SP;SP2216
505779;1;TAPIRAI;SP;SP2204
505803;1;MAIRIPORA;SP;SP1119
505821;1;SAO JOSE DOS CAMPOS;SP;SP2219
505826;1;SAO PAULO;SP;SP1111
505850;1;PRESIDENTE PRUDENTE;SP;SP2000
505859;1;CUBATAO;SP;SP1104
505888;1;SAO PAULO;SP;SP1120
505890;1;OSASCO;SP;SP1109
505893;1;BRAGANCA PAULISTA;SP;SP2100
505896;1;SAO PAULO;SP;SP1122
505904;2;GUARULHOS;SP;SP1117
505904;1;GUARULHOS;SP;SP1117
505920;1;UBATUBA;SP;SP2219
505922;1;MAUA;SP;SP1106
505927;1;SAO PAULO;SP;SP1104
505932;1;QUINTANA;SP;SP2211
505935;1;ILHABELA;SP;SP2219
505937;1;CACONDE;SP;SP2208
505940;1;IRACEMAPOLIS;SP;SP2210
505944;1;SAO PAULO;SP;SP1116
505951;1;ITARARE;SP;SP2215
505952;1;SAO PAULO;SP;SP1112
505955;1;GUARULHOS;SP;SP1117
505956;1;BARUERI;SP;SP1119
505981;1;SAO JOSE DO RIO PRETO;SP;SP2000
505983;1;GUARATINGUETA;SP;SP2219
505988;1;SAO PEDRO;SP;SP2217
505995;1;SAO PAULO;SP;SP1116
506006;1;SAO PAULO;SP;SP1112
506027;1;PARAGUACU PAULISTA;SP;SP2211
506034;1;SAO JOSE DOS CAMPOS;SP;SP2219
506038;1;POA;SP;SP1106
506040;1;SAO PAULO;SP;SP1111
506048;1;NOVA ODESSA;SP;SP2217
506061;1;CAJOBI;SP;SP2212
506065;1;CORDEIROPOLIS;SP;SP2210
506090;1;TABOAO DA SERRA;SP;SP1123
506096;1;FERRAZ DE VASCONCELOS;SP;SP1106
506099;1;DUARTINA;SP;SP2211
506101;1;ARUJA;SP;SP1116
506108;1;SOROCABA;SP;SP2204
506122;1;SAO JOSE DO RIO PRETO;SP;SP2206
506131;1;OSASCO;SP;1106SP
506141;1;OSASCO;SP;SP1109
506155;1;CAMPINAS;SP;SP2214
506166;1;BAURU;SP;2208SP
506166;1;BAURU;SP;SP2207
506180;1;PINDORAMA;SP;SP2206
506199;1;SAO PAULO;SP;SP1124
506224;1;SAO PAULO;SP;SP1111
506233;1;OSASCO;SP;SP1109
506237;1;ITUPEVA;SP;SP2214
506252;1;SAO BERNARDO DO CAMPO;SP;SP1103
506270;1;ITAPECERICA DA SERRA;SP;SP1123
506292;1;AVARE;SP;SP2207
506292;3;LENCOIS PAULISTA;SP;SP2207
506330;1;VALPARAISO;SP;SP2202
506357;1;SAO PAULO;SP;SP1107
506365;1;ITAJU;SP;SP2207
506371;1;SAO PAULO;SP;SP1112
506379;2;TAUBATE;SP;SP2219
506379;3;TAUBATE;SP;SP2219
506379;1;TAUBATE;SP;SP2219
506388;1;PRAIA GRANDE;SP;SP1104
506393;1;CARAPICUIBA;SP;SP1108
506395;1;SAO PAULO;SP;SP1121
506420;1;EMBU DAS ARTES;SP;SP1123
506441;1;MONTE MOR;SP;SP2214
506442;1;FRANCISCO MORATO;SP;SP1119
506444;1;GUARIBA;SP;SP2218
506445;1;MOGI DAS CRUZES;SP;SP2216
506455;1;PIRACICABA;SP;SP2217
506465;1;MOGI DAS CRUZES;SP;SP2216
506478;1;SAO PAULO;SP;SP1107
506486;1;SAO CARLOS;SP;SP2218
506491;1;SALTO DE PIRAPORA;SP;SP2204
506499;1;ALVARES MACHADO;SP;SP2209
506523;1;ALTINOPOLIS;SP;SP2212
506532;1;SANTO ANDRE;SP;SP1118
506534;1;SANTA BARBARA D'OESTE;SP;SP2217
506539;1;SAO PAULO;SP;SP1107
506571;1;CAIEIRAS;SP;SP1119
506573;1;GUARULHOS;SP;SP1117
506574;1;SAO PAULO;SP;SP1122
506576;1;CARAGUATATUBA;SP;SP2219
506585;1;MAUA;SP;SP1106
506593;1;SAO PAULO;SP;SP1101
506601;1;SAO PAULO;SP;SP1104
506605;1;SOROCABA;SP;SP2204
506610;1;SAO PAULO;SP;SP1120
506616;1;BARUERI;SP;SP1119
506622;1;INDAIATUBA;SP;SP2214
506630;1;MAUA;SP;SP1106
506645;2;SAO JOSE DO RIO PRETO;SP;SP2000
506645;1;SAO JOSE DO RIO PRETO;SP;SP2000
506655;1;SAO PAULO;SP;SP1101
506658;1;MONGAGUA;SP;SP2215
506662;1;NOVA GRANADA;SP;SP2213
506664;1;BOCAINA;SP;SP2207
506670;1;VARGEM GRANDE DO SUL;SP;SP2208
506680;1;BAURU;SP;SP2207
506681;1;JUQUIA;SP;SP2215
506693;1;TAUBATE;SP;SP2219
506707;1;POTIRENDABA;SP;SP2206
506716;1;ASSIS;SP;SP2211
506717;1;ARACATUBA;SP;SP2000
506740;1;OSASCO;SP;SP1109
506741;1;MOGI DAS CRUZES;SP;SP2216
506744;1;ITAJOBI;SP;SP2206
506755;1;SAO PAULO;SP;SP1107
506774;1;TAUBATE;SP;SP2219
506783;1;SAO PAULO;SP;SP1101
506812;1;OSASCO;SP;SP1109
506816;1;LUPERCIO;SP;SP2211
506820;1;LAGOINHA;SP;SP2219
506830;1;SAO PAULO;SP;SP1120
506837;1;BOA ESPERANCA DO SUL;SP;SP2218
506840;1;ITAPEVA;SP;SP2215
506846;1;SAO PAULO;SP;SP1111
506850;1;SAO BERNARDO DO CAMPO;SP;SP1103
506857;1;SAO PAULO;SP;SP1112
506861;1;COROADOS;SP;SP2202
506864;1;EMBU DAS ARTES;SP;SP1123
506865;1;CAMPINAS;SP;SP2214
506867;1;SAO PAULO;SP;SP1105
506869;1;BARRETOS;SP;SP2212
506898;1;SAO PAULO;SP;SP1116
506900;1;SAO JOSE DO RIO PRETO;SP;SP2206
506902;1;BIRIGUI;SP;SP2202
506912;1;COTIA;SP;SP1108
506927;1;EUCLIDES DA CUNHA PAULISTA;SP;SP2209
506938;1;PRAIA GRANDE;SP;SP1104
506940;1;SAO PAULO;SP;SP1107
506944;1;INDAIATUBA;SP;SP2214
506957;1;RIO CLARO;SP;SP2210
506959;1;BARUERI;SP;SP1119
506961;1;ARUJA;SP;SP1116
506980;1;ILHABELA;SP;SP2219
506983;1;SOROCABA;SP;SP2204
506994;1;SUZANO;SP;SP2216
506995;1;FRANCA;SP;SP2212
507003;1;NOVA ODESSA;SP;SP2217
507022;1;SAO PAULO;SP;SP1101
507028;1;GUARULHOS;SP;SP1117
507051;1;SAO PAULO;SP;SP1121
507070;1;HOLAMBRA;SP;SP2210
507071;1;SAO PAULO;SP;1106SP
507071;1;SAO PAULO;SP;SP1121
507109;1;ITANHAEM;SP;SP2215
507115;1;BAURU;SP;SP2207
507116;1;BAURU;SP;2208SP
507116;1;BAURU;SP;SP2000
507118;1;SAO BERNARDO DO CAMPO;SP;SP1103
507120;1;LAGOINHA;SP;SP2219
507129;1;GUARULHOS;SP;SP1117
507137;1;COTIA;SP;SP1108
507144;1;FERRAZ DE VASCONCELOS;SP;SP1106
507154;1;SAO PAULO;SP;SP1124
507158;1;OUROESTE;SP;2206SP
507158;1;OUROESTE;SP;SP2000
507159;1;URANIA;SP;SP2213
507162;1;SERRANA;SP;2205SP
507162;1;SERRANA;SP;SP2212
507163;1;SALTO DE PIRAPORA;SP;2220SP
507163;1;SALTO DE PIRAPORA;SP;SP2204
507167;1;CAMPINAS;SP;SP2214
507169;1;SAO PAULO;SP;SP1107
507178;1;OSVALDO CRUZ;SP;SP2209
507179;1;SAO PAULO;SP;SP1104
507181;1;SANTO ANTONIO DO ARACANGUA;SP;SP2202
507184;1;MOGI DAS CRUZES;SP;SP2216
507192;2;GUARIBA;SP;2205SP
507192;1;JABOTICABAL;SP;2205SP
507192;2;GUARIBA;SP;SP2218
507192;1;JABOTICABAL;SP;SP2218
507203;1;ITUVERAVA;SP;SP2212
507206;1;SOROCABA;SP;SP2204
507223;1;SAO PAULO;SP;SP1111
507226;1;BARRETOS;SP;SP2212
507244;1;SAO PAULO;SP;SP1107
507252;1;SAO PAULO;SP;SP1111
507255;1;MAUA;SP;SP1106
507264;1;UBATUBA;SP;SP2219
507268;1;SAO PAULO;SP;SP1115
507277;1;SOROCABA;SP;SP2204
507287;1;BRAGANCA PAULISTA;SP;SP2214
507289;1;SAO PAULO;SP;1106SP
507289;1;SAO PAULO;SP;SP1105
507307;1;SAO PAULO;SP;SP2216
507314;1;MAUA;SP;SP1106
507339;1;PIRAPOZINHO;SP;SP2209
507340;1;JANDIRA;SP;SP1108
507353;1;SOROCABA;SP;SP2204
507354;1;OSASCO;SP;SP1109
507364;1;MOGI DAS CRUZES;SP;SP2216
507370;1;SAO PAULO;SP;SP1111
507374;1;SAO PAULO;SP;SP1111
507377;1;AGUAS DE SAO PEDRO;SP;SP2217
507379;1;GUARULHOS;SP;SP1117
507389;1;TAPIRATIBA;SP;SP2208
507428;1;GUARULHOS;SP;SP1117
507438;1;SANTA BARBARA D'OESTE;SP;SP2217
507447;1;PILAR DO SUL;SP;SP2215
507456;1;RIO CLARO;SP;SP2210
507467;1;GUARULHOS;SP;SP1117
507468;1;MIRASSOL;SP;SP2213
507504;1;SAO PAULO;SP;SP1111
507505;1;SOROCABA;SP;SP2204
507507;1;FRANCO DA ROCHA;SP;1106SP
507510;1;SAO PAULO;SP;SP1111
507517;1;SAO PAULO;SP;SP1121
507529;1;ORINDIUVA;SP;SP2213
507534;1;SAO JOAO DA BOA VISTA;SP;SP2208
507559;1;BAURU;SP;SP2207
507586;1;JUQUITIBA;SP;SP1123
507596;1;RIO CLARO;SP;SP2210
507599;1;CATANDUVA;SP;SP2206
507616;1;SANTO ANDRE;SP;SP1118
507626;1;AURIFLAMA;SP;SP2202
507628;1;SAO PAULO;SP;SP1101
507630;1;TANABI;SP;SP2213
507653;1;COTIA;SP;SP1108
507668;1;PARAISO;SP;SP2206
507673;1;SANTA MARIA DA SERRA;SP;SP2217
507718;1;TUPA;SP;SP2211
507719;1;GUARULHOS;SP;SP1117
507722;1;SAO PAULO;SP;SP1104
507736;1;COTIA;SP;SP1108
507756;1;SOROCABA;SP;SP2204
507758;1;JANDIRA;SP;SP1108
507761;1;SAO PAULO;SP;SP1111
507766;1;OLIMPIA;SP;SP2212
507771;1;CARAGUATATUBA;SP;SP2219
507773;1;SAO PAULO;SP;SP1112
507777;1;SAO PAULO;SP;SP1107
507778;1;SAO PAULO;SP;SP1107
507781;1;PIRACICABA;SP;SP2217
507787;1;CEDRAL;SP;SP2206
507789;1;JUQUITIBA;SP;SP1123
507797;1;CAMPINAS;SP;SP2214
507798;1;CASTILHO;SP;SP2202
507813;1;SAO PAULO;SP;SP1101
507817;1;SOROCABA;SP;SP2204
507857;1;SAO JOAO DA BOA VISTA;SP;SP2208
507861;1;PINDORAMA;SP;SP2206
507863;1;SAO PAULO;SP;SP1121
507886;1;CUNHA;SP;SP2219
507901;1;SAO PAULO;SP;SP1124
507958;1;SAO PAULO;SP;SP1112
507965;1;SAO PAULO;SP;SP1111
507971;1;GUARULHOS;SP;SP1117
507990;1;TUPI PAULISTA;SP;SP2209
508000;1;SAO JOAO DO PAU D'ALHO;SP;SP2209
508008;1;ITAQUAQUECETUBA;SP;SP1116
508014;1;SANTOPOLIS DO AGUAPEI;SP;SP2202
508020;1;FRANCA;SP;SP2212
508023;1;CARAGUATATUBA;SP;SP2219
508033;1;BURITAMA;SP;SP2202
508036;1;SANTA ALBERTINA;SP;SP2213
508039;1;GUARULHOS;SP;SP1117
508069;1;MENDONCA;SP;SP2206
508072;1;SAO PAULO;SP;SP1112
508115;1;SAO PAULO;SP;SP1122
508118;1;SAO PAULO;SP;SP1122
508122;1;SAO JOAO DA BOA VISTA;SP;SP2208
508135;1;SAO JOSE DOS CAMPOS;SP;SP2219
508175;1;IBITINGA;SP;SP2207
508186;1;ALTO ALEGRE;SP;SP2202
508191;1;SAO PAULO;SP;SP1104
508196;1;SAO PAULO;SP;SP1104
508199;1;SAO PAULO;SP;SP1116
508203;1;SAO PAULO;SP;SP1115
508222;1;SAO PAULO;SP;2100SP
508236;1;RIBEIRAO GRANDE;SP;SP2215
508275;1;SANTO ANDRE;SP;SP1118
508284;1;SAO PAULO;SP;SP1124
508295;1;MAUA;SP;SP1106
508301;1;SANTA GERTRUDES;SP;SP2210
508302;1;PIRAPORA DO BOM JESUS;SP;SP1119
508305;1;SOROCABA;SP;SP2204
508324;1;SAO JOSE DOS CAMPOS;SP;SP2219
508343;1;VARGEM GRANDE PAULISTA;SP;SP1108
508344;1;SAO PAULO;SP;SP1116
508345;1;BIRITIBA-MIRIM;SP;SP2216
508360;1;SANTO ANASTACIO;SP;SP2209
508362;1;AMERICANA;SP;SP2210
508362;2;SANTA BARBARA D'OESTE;SP;SP2217
508365;1;FERRAZ DE VASCONCELOS;SP;SP1106
508368;1;OSASCO;SP;SP1109
508392;1;PRESIDENTE PRUDENTE;SP;SP2209
508463;1;ITARIRI;SP;SP2215
508492;1;SAO PAULO;SP;SP1122
508500;1;ITAQUAQUECETUBA;SP;SP1116
508507;1;SAO PAULO;SP;SP1101
508524;1;SAO PAULO;SP;SP1107
508540;1;SANTA ISABEL;SP;SP1116
508541;1;SAO PAULO;SP;SP1124
508545;1;JUNDIAI;SP;SP2214
508547;1;SAO PAULO;SP;SP1124
508553;1;SAO PAULO;SP;SP1112
508558;1;SAO PAULO;SP;SP1112
508564;1;SAO CARLOS;SP;SP2218
508569;1;SAO PAULO;SP;SP1116
508598;1;SAO PAULO;SP;SP1122
508609;1;SAO PAULO;SP;SP1105
508610;1;SAO PAULO;SP;SP1112
508618;1;SAO PAULO;SP;SP1115
508625;1;AMERICO DE CAMPOS;SP;SP2213
508628;1;GUARIBA;SP;SP2218
508635;1;NOVA ALIANCA;SP;2206SP
508635;1;NOVA ALIANCA;SP;SP2206
508640;1;APARECIDA D'OESTE;SP;SP2213
508642;1;PARIQUERA-ACU;SP;1115SP
508650;1;SAO PAULO;SP;SP1116
508654;1;OSASCO;SP;SP1109
508659;1;RIBEIRAO PIRES;SP;SP1118
508663;1;VARGEM;SP;SP2214
508682;1;DOLCINOPOLIS;SP;SP2213
508691;1;MOGI DAS CRUZES;SP;2100SP
508691;1;MOGI DAS CRUZES;SP;SP2216
508699;1;CARAPICUIBA;SP;SP1108
508703;1;SAO PAULO;SP;SP1107
508713;1;MOGI DAS CRUZES;SP;SP2216
508714;1;SAO BERNARDO DO CAMPO;SP;SP1103
508722;1;MIRASSOLANDIA;SP;SP2213
508735;1;IEPE;SP;SP2209
508740;1;SAO PAULO;SP;SP1105
508764;1;JANDIRA;SP;SP1108
508766;1;SAO PAULO;SP;SP1121
508769;1;BARRETOS;SP;SP2212
508775;1;SAO PAULO;SP;SP1124
508788;1;SAO PAULO;SP;SP1104
508792;1;SUMARE;SP;SP2217
508794;1;SAO PAULO;SP;SP1111
508810;1;SANTA BARBARA D'OESTE;SP;SP2217
508827;1;SAO PAULO;SP;SP1104
508845;1;OSASCO;SP;SP1109
508846;1;SAO JOSE DOS CAMPOS;SP;SP2219
508850;1;CONCHAL;SP;SP2210
508870;1;SOROCABA;SP;SP2204
508882;1;DIADEMA;SP;SP1103
508891;1;TAQUARIVAI;SP;SP2215
508904;1;BARUERI;SP;SP1119
508919;1;SAO JOSE DO RIO PRETO;SP;SP2000
508923;1;SAO JOSE DA BELA VISTA;SP;SP2212
508934;1;SAO PAULO;SP;SP1104
508943;1;SAO PAULO;SP;SP1107
508953;1;SALESOPOLIS;SP;SP2216
508957;1;FRANCA;SP;SP2212
508966;1;PEDRINHAS PAULISTA;SP;SP2211
508972;1;SAO PAULO;SP;SP1111
508986;1;SAO PAULO;SP;SP1120
509007;1;BALSAMO;SP;SP2213
509010;1;LEME;SP;SP2208
509011;1;SAO PAULO;SP;SP1120
509051;1;SAO PAULO;SP;SP1107
509064;1;JOSE BONIFACIO;SP;SP2202
509075;1;SAO JOSE DOS CAMPOS;SP;SP2219
509083;1;CONCHAL;SP;SP2210
509097;1;RIBEIRAO PIRES;SP;SP1118
509100;1;SAO PAULO;SP;SP1105
509101;1;EMBU DAS ARTES;SP;SP1123
509136;1;SAO CARLOS;SP;SP2100
509154;1;URUPES;SP;SP2206
509160;1;MOGI DAS CRUZES;SP;SP2216
509175;1;SAO PAULO;SP;SP1122
509212;1;LIMEIRA;SP;SP2210
509232;1;SAO BERNARDO DO CAMPO;SP;SP1103
509241;1;MOGI GUACU;SP;SP2208
509244;1;ITAPECERICA DA SERRA;SP;SP1123
509248;1;OSVALDO CRUZ;SP;SP2209
509263;1;SAO PAULO;SP;SP1104
509275;1;SAO PAULO;SP;SP1115
509277;1;PERUIBE;SP;SP2215
509292;1;ASPASIA;SP;SP2213
509311;1;SAO PAULO;SP;SP1120
509313;1;SAO PAULO;SP;SP1124
509316;1;SAO CARLOS;SP;SP2218
509317;1;BAURU;SP;SP2207
509318;1;INDAIATUBA;SP;SP2214
509321;1;SAO BERNARDO DO CAMPO;SP;SP1103
509331;1;SAO PAULO;SP;SP1115
509337;1;CAMPINAS;SP;SP2214
509342;1;MOGI MIRIM;SP;SP2210
509343;1;SANTO ANDRE;SP;SP1118
509357;1;REGISTRO;SP;SP2215
509372;1;OSASCO;SP;SP1109
509381;1;TABOAO DA SERRA;SP;SP1123
509386;1;SAO PAULO;SP;SP1124
509412;1;SAO BERNARDO DO CAMPO;SP;SP1103
509414;1;SAO JOSE DO RIO PRETO;SP;SP2000
509486;1;SAO BERNARDO DO CAMPO;SP;SP1103
509487;1;BOM JESUS DOS PERDOES;SP;2220SP
509487;1;BOM JESUS DOS PERDOES;SP;SP2214
509496;1;POA;SP;SP1106
509514;1;SAO PAULO;SP;SP1101
509521;1;MOGI DAS CRUZES;SP;SP2216
509533;1;SOROCABA;SP;SP2204
509539;1;SAO PAULO;SP;SP1105
509566;1;PENAPOLIS;SP;SP2202
509578;1;SAO JOSE DOS CAMPOS;SP;2100SP
509587;1;MONCOES;SP;SP2202
509592;1;VOTORANTIM;SP;SP2204
509593;1;SAO PAULO;SP;SP1124
509609;1;SAO PAULO;SP;SP1104
509611;1;JUNQUEIROPOLIS;SP;SP2209
509613;1;TAIACU;SP;SP2218
509622;1;GUARULHOS;SP;SP1117
509632;1;SAO PAULO;SP;SP1112
509635;1;SAO PAULO;SP;SP1111
509638;1;SAO PAULO;SP;SP1101
509640;2;SANTO ANTONIO DE POSSE;SP;SP2100
509641;1;GUARULHOS;SP;SP1117
509649;1;DIADEMA;SP;1115SP
509649;1;DIADEMA;SP;SP1103
509657;1;MAUA;SP;SP1106
509669;1;ASSIS;SP;SP2211
509685;1;GUARULHOS;SP;SP1117
509690;1;SAO PAULO;SP;SP1107
509692;1;SAO PAULO;SP;SP1104
509695;1;MAIRINQUE;SP;SP2204
509705;1;SAO JOSE DO RIO PRETO;SP;SP2206
509722;1;SAO PAULO;SP;SP1112
509723;1;SAO PAULO;SP;SP1122
509734;1;SAO BERNARDO DO CAMPO;SP;SP1103
509751;1;GUARULHOS;SP;SP1117
509756;1;SANTA BRANCA;SP;SP2219
509765;1;SANTO ANDRE;SP;SP1103
509770;1;SAO PAULO;SP;1100SP
509770;1;SAO PAULO;SP;SP1122
509811;1;ITAQUAQUECETUBA;SP;SP1116
509812;1;AMERICANA;SP;SP2210
509820;1;PRESIDENTE PRUDENTE;SP;SP2209
509825;1;SANTA BARBARA D'OESTE;SP;SP2217
509826;1;CARAPICUIBA;SP;SP1108
509844;1;SAO PAULO;SP;SP1120
509845;1;SAO PAULO;SP;SP1122
509847;1;CARAGUATATUBA;SP;SP2219
509849;1;SANTO ANDRE;SP;SP1118
509864;1;ILHABELA;SP;SP2219
509866;1;CARAPICUIBA;SP;SP1108
509874;1;GUARIBA;SP;SP2218
509876;1;AVARE;SP;SP2207
509880;1;SANTA FE DO SUL;SP;SP2213
509888;1;SAO PAULO;SP;SP1111
509899;1;SOROCABA;SP;2220SP
509899;1;SOROCABA;SP;SP2204
509904;1;SEVERINIA;SP;SP2212
509909;1;GUARULHOS;SP;SP1117
509915;1;SANTA ERNESTINA;SP;SP2218
