Cod. Cliente;Loja;Município;UF;Zona
509926;1;SAO PAULO;SP;SP1120
509933;1;CARAPICUIBA;SP;SP1108
509946;1;SANTA BARBARA D'OESTE;SP;SP2217
509951;2;MAUA;SP;SP1106
509951;1;SANTO ANDRE;SP;SP1118
509965;1;SANTO ANDRE;SP;SP1118
509981;1;SAO PAULO;SP;SP1107
510005;1;MOGI GUACU;SP;SP2208
510006;1;BIRIGUI;SP;SP2000
510018;1;SAO PAULO;SP;SP1107
510037;1;AMERICANA;SP;2220SP
510037;1;AMERICANA;SP;SP2210
510047;1;CUNHA;SP;SP2219
510048;1;COTIA;SP;SP1108
510050;1;SAO PAULO;SP;SP1122
510054;1;PEDREGULHO;SP;SP2212
510079;1;PLANALTO;SP;SP2202
510082;1;SAO PAULO;SP;SP1101
510083;1;BARRETOS;SP;SP2212
510099;1;SANTA BARBARA D'OESTE;SP;SP2217
510102;1;CUBATAO;SP;SP1104
510106;1;URUPES;SP;SP2206
510115;1;SAO PAULO;SP;SP1112
510117;1;SAO PAULO;SP;SP1115
510127;1;SAO PAULO;SP;SP1120
510146;1;BIRITIBA-MIRIM;SP;SP2216
510151;1;MOGI DAS CRUZES;SP;SP2216
510176;1;QUATA;SP;SP2209
510182;1;CARAPICUIBA;SP;SP1108
510186;1;SANTA ADELIA;SP;SP2206
510212;1;COTIA;SP;SP1108
510217;1;SAO CARLOS;SP;SP2218
510219;1;SOROCABA;SP;SP2204
510222;1;CAMPINAS;SP;SP2214
510226;1;MOGI DAS CRUZES;SP;SP2216
510234;1;ARTUR NOGUEIRA;SP;SP2210
510236;1;SAO PAULO;SP;SP1120
510241;1;PIRATININGA;SP;SP2207
510269;1;SAO PAULO;SP;1106SP
510269;1;SAO PAULO;SP;SP1105
510310;1;SOROCABA;SP;SP2204
510314;1;MAUA;SP;SP1106
510316;1;CORDEIROPOLIS;SP;SP2210
510320;1;MIRASSOL;SP;SP2213
510337;1;BARUERI;SP;SP1119
510348;1;MOGI DAS CRUZES;SP;SP2216
510365;1;ITAPOLIS;SP;SP2207
510376;1;SAO PAULO;SP;SP1099
510417;1;VALINHOS;SP;SP2214
510434;1;SAO PAULO;SP;SP1123
510447;1;SAO PAULO;SP;SP1115
510467;1;SAO PAULO;SP;SP1115
510469;1;OSASCO;SP;SP1109
510470;1;SAO PAULO;SP;SP1111
510472;1;COTIA;SP;SP1108
510482;1;AMERICANA;SP;SP2210
510484;1;SAO JOSE DO RIO PRETO;SP;SP2206
510489;1;SAO BERNARDO DO CAMPO;SP;SP1103
510507;1;COTIA;SP;SP1108
510516;1;GUARULHOS;SP;SP1117
510522;1;SAO JOSE DO RIO PRETO;SP;SP2206
510533;1;MONTE MOR;SP;SP2214
510534;1;GABRIEL MONTEIRO;SP;SP2202
510538;1;JOSE BONIFACIO;SP;SP2202
510542;1;ICEM;SP;SP2213
510546;1;SAO PAULO;SP;SP1120
510547;1;SARAPUI;SP;SP2215
510550;1;CAMPO LIMPO PAULISTA;SP;2220SP
510557;1;SAO PAULO;SP;SP1122
510560;1;SANTA RITA DO PASSA QUATRO;SP;SP2208
510579;1;ITAPECERICA DA SERRA;SP;SP1123
510580;1;NIPOA;SP;SP2213
510591;1;SAO PAULO;SP;SP1101
510599;1;SAO PAULO;SP;1100SP
510613;1;VARGEM GRANDE DO SUL;SP;SP2208
510641;1;SANTO ANDRE;SP;SP1118
510642;1;SAO CARLOS;SP;SP2218
510660;1;VALINHOS;SP;SP2214
510673;1;SANTO ANDRE;SP;SP1118
510691;1;MOGI DAS CRUZES;SP;SP2216
510709;1;SAO PAULO;SP;SP1101
510731;1;SAO PAULO;SP;SP1111
510736;1;SANTA FE DO SUL;SP;SP2213
510737;1;FRANCA;SP;SP2212
510742;1;SAO JOSE DO RIO PRETO;SP;SP2206
510745;1;OLIMPIA;SP;SP2212
510748;1;SOROCABA;SP;SP2204
510761;1;SAO PAULO;SP;SP1105
510767;1;PIRACICABA;SP;SP2217
510775;1;SAO PAULO;SP;SP1124
510780;1;LIMEIRA;SP;SP2210
510787;1;SAO PAULO;SP;SP1115
510788;1;VOTORANTIM;SP;SP2204
510791;1;ITAQUAQUECETUBA;SP;SP1116
510796;1;SAO PAULO;SP;SP1123
510804;1;SOROCABA;SP;SP2204
510806;1;IGARATA;SP;SP1116
510808;1;SAO BERNARDO DO CAMPO;SP;SP1103
510809;1;SAO PAULO;SP;SP1121
510810;1;SALTO;SP;SP2214
510811;1;SAO PAULO;SP;SP1120
510836;1;OSASCO;SP;SP1109
510840;1;MAUA;SP;SP1106
510848;1;SAO PAULO;SP;SP1115
510870;1;ARACOIABA DA SERRA;SP;SP2204
510871;1;SAO BERNARDO DO CAMPO;SP;SP1103
510897;1;JALES;SP;2206SP
510897;1;JALES;SP;SP2213
510913;1;VOTORANTIM;SP;SP2204
510917;1;SAO MANUEL;SP;SP2207
510933;1;TABOAO DA SERRA;SP;SP1123
510934;1;BAURU;SP;SP2207
510952;1;SAO PAULO;SP;SP1120
510954;1;SANTA ADELIA;SP;SP2206
510963;1;CARAGUATATUBA;SP;SP2219
510970;1;BARUERI;SP;SP1119
510977;1;SOROCABA;SP;SP2204
510983;1;TANABI;SP;SP2213
510995;1;PALMARES PAULISTA;SP;SP2206
511010;1;SAO PAULO;SP;SP1122
511028;1;SAO PAULO;SP;SP1107
511041;1;SUZANO;SP;SP1116
511048;1;SAO PAULO;SP;SP1111
511058;1;CAPELA DO ALTO;SP;SP2215
511060;1;ITAQUAQUECETUBA;SP;SP1116
511067;1;CASTILHO;SP;SP2202
511068;1;SAO PAULO;SP;SP1119
511078;1;LUIZIANIA;SP;SP2202
511081;1;MIRASSOL;SP;SP2213
511096;1;SAO PAULO;SP;SP1105
511098;1;MOGI GUACU;SP;SP2208
511104;1;SAO PAULO;SP;SP1112
511110;1;CARAPICUIBA;SP;SP1108
511116;1;CAMPINAS;SP;SP2214
511124;1;CARAGUATATUBA;SP;SP2219
511129;1;CAMPINAS;SP;SP2214
511135;1;SAO PAULO;SP;SP1107
511135;2;SAO PAULO;SP;SP1107
511138;1;SAO BERNARDO DO CAMPO;SP;SP1103
511140;1;PRESIDENTE PRUDENTE;SP;SP2209
511141;1;AMERICANA;SP;SP2210
511144;1;OSASCO;SP;SP1109
511191;1;SAO JOSE DOS CAMPOS;SP;SP2219
511200;1;FRANCA;SP;2205SP
511201;1;TAUBATE;SP;SP2219
511217;1;CARAPICUIBA;SP;SP1108
511258;1;SAO PAULO;SP;SP1106
511258;2;SAO PAULO;SP;SP1106
511264;1;ITAPECERICA DA SERRA;SP;SP1123
511275;2;ITAPEVI;SP;SP1119
511281;1;MIRACATU;SP;SP2215
511289;1;SAO JOSE DO RIO PRETO;SP;2206SP
511302;1;ITAQUAQUECETUBA;SP;SP1116
511314;1;PRAIA GRANDE;SP;SP1104
511327;1;CARAPICUIBA;SP;SP1108
511328;1;DIADEMA;SP;1115SP
511328;1;DIADEMA;SP;SP1103
511359;1;SAO PAULO;SP;SP1115
511365;1;SAO PAULO;SP;SP1120
511370;1;OSASCO;SP;SP1109
511376;1;PEDERNEIRAS;SP;SP2207
511394;1;SAO PAULO;SP;SP1106
511397;1;SAO CARLOS;SP;SP2100
511403;1;SAO PAULO;SP;SP1104
511411;1;SAO PAULO;SP;SP1122
511419;1;SOROCABA;SP;SP2204
511438;1;VOTORANTIM;SP;SP2204
511446;1;SAO PAULO;SP;SP1115
511462;1;SAO PAULO;SP;SP1115
511470;1;LAGOINHA;SP;SP2219
511474;1;FRANCA;SP;2205SP
511474;1;FRANCA;SP;SP2212
511485;1;SAO PAULO;SP;SP1107
511514;1;SAO PAULO;SP;SP1107
511530;1;LEME;SP;SP2208
511545;1;DIADEMA;SP;SP1103
511549;1;PENAPOLIS;SP;SP2202
511564;1;AMERICANA;SP;SP2210
511567;1;PEDERNEIRAS;SP;SP2207
511568;1;SAO PAULO;SP;SP1115
511569;1;SAO BERNARDO DO CAMPO;SP;SP1103
511581;1;SAO JOAO DA BOA VISTA;SP;SP2208
511587;1;MOGI DAS CRUZES;SP;SP2216
511593;1;SANTA ISABEL;SP;SP1116
511595;1;SANTOS;SP;SP1104
511597;1;SAO PAULO;SP;SP1105
511598;1;SUZANO;SP;SP2216
511602;1;MARILIA;SP;SP2211
511615;1;ENGENHEIRO COELHO;SP;SP2210
511617;1;CAIEIRAS;SP;1106SP
511617;1;CAIEIRAS;SP;SP1119
511621;1;MAUA;SP;SP1106
511624;1;GUARULHOS;SP;SP1117
511626;1;SAO PAULO;SP;SP1120
511641;1;MAUA;SP;SP1106
511646;1;SAO CARLOS;SP;SP2218
511663;1;SAO PAULO;SP;SP1124
511665;1;SAO PAULO;SP;SP1122
511669;1;GUARACI;SP;SP2212
511687;1;COTIA;SP;SP1108
511698;1;BARRETOS;SP;SP2212
511727;1;SAO PAULO;SP;SP1107
511740;1;GUARULHOS;SP;SP1117
511746;1;COTIA;SP;SP1108
511756;1;SAO PAULO;SP;SP1111
511765;1;SAO JOSE DO RIO PRETO;SP;SP2206
511769;1;SAO PAULO;SP;SP1101
511778;1;NOVO HORIZONTE;SP;SP2211
511793;1;NHANDEARA;SP;SP2202
511810;1;SAO PAULO;SP;SP1116
511824;1;SAO PAULO;SP;SP1122
511826;1;EMBU DAS ARTES;SP;SP1123
511851;1;SAO CARLOS;SP;SP2100
511857;2;SAO PAULO;SP;SP1121
511857;1;SAO PAULO;SP;SP1121
511872;1;SANTO ANDRE;SP;SP1118
511873;1;TAUBATE;SP;SP2219
511882;1;SAO PAULO;SP;SP1121
511889;1;SAO PAULO;SP;SP1104
511895;1;FRANCA;SP;SP2212
511906;1;SANTA BARBARA D'OESTE;SP;SP2217
511942;1;SAO PAULO;SP;SP1124
511982;1;GUARULHOS;SP;SP1117
511983;1;BARUERI;SP;SP1119
511999;1;SANTA BARBARA D'OESTE;SP;SP2217
512003;2;LUCELIA;SP;SP2209
512008;1;ALTINOPOLIS;SP;SP2212
512018;1;SAO PAULO;SP;SP1112
512019;1;RIBEIRAO PIRES;SP;SP1118
512056;1;SAO PAULO;SP;SP1107
512066;1;SAO PAULO;SP;SP1124
512091;1;NOVA ODESSA;SP;SP2217
512097;1;CANDIDO MOTA;SP;SP2211
512098;1;SAO JOSE DO RIO PRETO;SP;SP2206
512107;1;FERNANDOPOLIS;SP;SP2213
512130;1;MOGI DAS CRUZES;SP;SP2216
512135;1;SAO PAULO;SP;SP1101
512155;1;SAO PAULO;SP;SP1124
512165;1;SANTA CRUZ DO RIO PARDO;SP;SP1098
512173;1;SAO PAULO;SP;SP1101
512182;1;SANTO ANDRE;SP;SP1118
512187;1;CAFELANDIA;SP;SP2211
512198;1;JALES;SP;2206SP
512198;1;JALES;SP;SP2213
512205;1;ITAPECERICA DA SERRA;SP;SP1123
512207;1;SAO PAULO;SP;SP1104
512212;1;SAO PAULO;SP;SP1124
512213;1;SAO PAULO;SP;SP1122
512214;1;OSASCO;SP;SP1109
512223;1;DUMONT;SP;SP2212
512227;1;SAO PAULO;SP;SP1104
512235;1;SAO PAULO;SP;SP1122
512256;1;SANTO ANDRE;SP;1115SP
512256;1;SANTO ANDRE;SP;SP1118
512265;1;SOCORRO;SP;SP2214
512272;1;SAO PAULO;SP;SP1105
512273;1;COTIA;SP;SP1108
512289;1;SAO PAULO;SP;SP1122
512322;1;BARUERI;SP;1106SP
512322;1;BARUERI;SP;SP1119
512324;1;SAO PAULO;SP;SP1124
512340;1;ILHA COMPRIDA;SP;SP2215
512356;1;SAO PAULO;SP;SP1101
512402;1;BORBOREMA;SP;SP2211
512420;1;SAO PAULO;SP;SP1116
512426;1;PRESIDENTE EPITACIO;SP;SP2209
512429;1;JALES;SP;SP2213
512445;1;GUARULHOS;SP;SP1117
512456;1;SAO PAULO;SP;SP1112
512460;1;OSASCO;SP;SP1109
512465;1;IRAPUA;SP;SP2206
512473;1;SAO PAULO;SP;SP1120
512482;1;REGISTRO;SP;SP2215
512486;1;COTIA;SP;SP1108
512490;1;SAO PAULO;SP;SP1112
512504;1;SAO PAULO;SP;SP1112
512506;1;PENAPOLIS;SP;SP2202
512518;1;EMBU DAS ARTES;SP;SP1123
512519;1;AMERICANA;SP;SP2210
512520;1;SAO PAULO;SP;SP1120
512532;1;CARAPICUIBA;SP;SP1108
512539;1;SANTO ANDRE;SP;SP1118
512543;1;SAO PAULO;SP;SP1121
512544;1;JANDIRA;SP;SP1108
512545;1;SAO JOSE DO RIO PRETO;SP;SP2206
512546;1;JAU;SP;2208SP
512555;1;SAO PAULO;SP;SP1116
512563;1;SAO PAULO;SP;SP1112
512571;1;SAO PAULO;SP;SP1115
512581;1;SAO PAULO;SP;SP1122
512597;1;SANTA BARBARA D'OESTE;SP;SP2100
512609;1;SAO PAULO;SP;SP1115
512624;1;SAO BERNARDO DO CAMPO;SP;1115SP
512624;1;SAO BERNARDO DO CAMPO;SP;SP1103
512628;1;VIRADOURO;SP;SP2212
512636;1;PIRASSUNUNGA;SP;SP2208
512639;1;GUARULHOS;SP;SP1117
512659;1;SAO PAULO;SP;SP1111
512666;1;OSASCO;SP;SP1109
512667;1;AMERICANA;SP;SP2210
512668;1;SAO PAULO;SP;SP1104
512686;1;JACI;SP;SP2213
512722;1;SAO PAULO;SP;SP1107
512730;1;CARAPICUIBA;SP;SP1108
512733;1;SAO BERNARDO DO CAMPO;SP;SP1103
512740;1;SAO PAULO;SP;SP1121
512752;1;PLANALTO;SP;SP2202
512781;1;SAO PAULO;SP;SP1122
512786;1;MOGI DAS CRUZES;SP;SP2216
512791;1;SAO PAULO;SP;SP1107
512794;1;SAO PAULO;SP;SP1104
512815;1;FERRAZ DE VASCONCELOS;SP;SP1106
512838;1;NOVA ODESSA;SP;SP2217
512842;1;SAO PAULO;SP;SP1115
512844;1;AMERICANA;SP;SP2210
512859;1;PIRASSUNUNGA;SP;SP2208
512863;1;ITAQUAQUECETUBA;SP;2100SP
512863;1;ITAQUAQUECETUBA;SP;SP1116
512871;1;JACAREI;SP;SP2219
512881;1;SAO PAULO;SP;1106SP
512881;1;SAO PAULO;SP;SP1120
512889;1;SAO PAULO;SP;SP1116
512902;1;SAO PAULO;SP;SP1104
512909;1;SAO PAULO;SP;SP1119
512914;1;SAO PAULO;SP;1101SP
512914;4;SAO PAULO;SP;1101SP
512914;2;SAO PAULO;SP;1101SP
512914;3;SAO PAULO;SP;1101SP
512916;1;SAO PAULO;SP;SP1112
512917;1;MIRASSOL;SP;SP2213
512934;1;SOROCABA;SP;SP2204
512935;1;MAUA;SP;SP1106
512936;1;CARAPICUIBA;SP;SP1108
512937;1;AMERICANA;SP;SP2100
512951;1;ALUMINIO;SP;SP2204
512952;1;PARAGUACU PAULISTA;SP;SP2211
512956;1;SAO PAULO;SP;SP1104
512960;1;CAJOBI;SP;SP2212
512968;1;CAMPINAS;SP;SP2214
512969;1;NOVA ODESSA;SP;SP2217
512971;1;COTIA;SP;SP1108
512986;1;SAO PAULO;SP;SP1101
513014;1;SAO PAULO;SP;1106SP
513014;1;SAO PAULO;SP;SP1121
513015;1;SANTA FE DO SUL;SP;SP2213
513016;1;SAO PAULO;SP;SP1121
513037;1;CARAGUATATUBA;SP;SP2219
513038;1;EMBU DAS ARTES;SP;SP1123
513048;1;SAO PAULO;SP;SP1104
513061;1;MAUA;SP;SP1106
513067;1;SAO PAULO;SP;1100SP
513067;1;SAO PAULO;SP;SP1112
513070;1;COTIA;SP;SP1108
513080;1;SAO PAULO;SP;SP1107
513095;1;CORDEIROPOLIS;SP;SP2210
513101;1;GUARIBA;SP;SP2218
513117;1;ANHUMAS;SP;SP2209
513121;1;ARARAQUARA;SP;2205SP
513121;1;ARARAQUARA;SP;SP2218
513128;1;SAO PAULO;SP;SP1104
513165;1;TAUBATE;SP;SP2219
513169;1;COTIA;SP;SP1108
513176;1;SAO PAULO;SP;SP1124
513187;1;FRANCA;SP;SP2212
513209;1;JANDIRA;SP;SP1108
513214;1;PRESIDENTE EPITACIO;SP;2208SP
513214;1;PRESIDENTE EPITACIO;SP;SP2209
513215;1;SANTA BARBARA D'OESTE;SP;SP2217
513240;1;SUZANO;SP;SP2216
513253;1;SAO PAULO;SP;SP1107
513255;1;SAO PAULO;SP;SP1107
513256;1;SAO JOSE DO RIO PRETO;SP;SP2206
513288;1;SAO PAULO;SP;SP1104
513304;1;SAO PAULO;SP;SP1121
513332;1;VOTORANTIM;SP;SP2204
513336;1;SAO CAETANO DO SUL;SP;SP1104
513337;1;NAZARE PAULISTA;SP;2100SP
513337;1;NAZARE PAULISTA;SP;SP1116
513338;1;MAIRINQUE;SP;SP2204
513342;1;SOROCABA;SP;SP2204
513358;1;MOGI DAS CRUZES;SP;SP2216
513363;1;RIO CLARO;SP;SP2210
513372;1;SAO PAULO;SP;SP1120
513376;1;PIACATU;SP;SP2202
513382;1;RIBEIRAO PIRES;SP;SP1118
513432;1;SAO VICENTE;SP;SP1104
513440;1;EMBU-GUACU;SP;SP1107
513440;2;EMBU-GUACU;SP;SP1107
513444;1;VARGEM GRANDE PAULISTA;SP;SP1108
513447;1;SAO PAULO;SP;1100SP
513447;1;SAO PAULO;SP;SP1107
513455;1;SUZANO;SP;2100SP
513455;1;SUZANO;SP;SP2216
513463;1;ITAQUAQUECETUBA;SP;SP1116
513464;1;ITAJOBI;SP;SP2206
513468;1;GUARULHOS;SP;SP1117
513498;1;SALMOURAO;SP;SP2209
513509;1;SUMARE;SP;SP2217
513515;1;OLIMPIA;SP;SP2212
513527;1;SAO PAULO;SP;SP1111
513536;1;EMBU-GUACU;SP;SP1107
513539;1;SAO PAULO;SP;SP1115
513544;1;FRANCA;SP;SP1098
513545;1;SAO PAULO;SP;SP1115
513557;1;SAO JOSE DOS CAMPOS;SP;SP2219
513559;1;SAO BERNARDO DO CAMPO;SP;SP1103
513566;1;MOGI DAS CRUZES;SP;SP2216
513569;1;SOROCABA;SP;SP2204
513585;2;IBIUNA;SP;SP2100
513585;1;IBIUNA;SP;SP2100
513595;1;SAO PAULO;SP;1101SP
513595;1;SAO PAULO;SP;SP1101
513609;1;SANTO ANDRE;SP;SP1118
513615;1;TUPI PAULISTA;SP;SP2209
513624;1;SAO PAULO;SP;SP1124
513637;1;GUARULHOS;SP;SP1117
513653;1;SAO PAULO;SP;SP1105
513677;1;BAURU;SP;SP2207
513680;1;PRAIA GRANDE;SP;1115SP
513680;2;PRAIA GRANDE;SP;1115SP
513680;1;PRAIA GRANDE;SP;SP1104
513680;2;PRAIA GRANDE;SP;SP1104
513682;1;LUIZIANIA;SP;SP2202
513700;1;SAO PEDRO;SP;SP2217
513701;1;SAO BERNARDO DO CAMPO;SP;SP1103
513722;1;SAO PAULO;SP;SP1101
513729;1;SAO PAULO;SP;SP1120
513733;1;COTIA;SP;SP1108
513738;1;SAO BERNARDO DO CAMPO;SP;SP1103
513743;1;SAO PAULO;SP;SP1116
513786;1;SAO PAULO;SP;SP1107
513826;1;SAO PAULO;SP;SP1104
513829;1;ARACATUBA;SP;SP2202
513834;3;SOROCABA;SP;SP2100
513834;5;IBIUNA;SP;SP2100
513834;6;ITU;SP;SP2100
513834;1;MAIRINQUE;SP;SP2100
513834;4;SAO ROQUE;SP;SP2100
513835;1;SAO PAULO;SP;SP1111
513879;1;SAO PAULO;SP;SP1124
513893;1;SAO PAULO;SP;SP1101
513912;1;MOGI DAS CRUZES;SP;SP2216
513917;1;SAO PAULO;SP;SP1115
513926;1;ICEM;SP;SP2213
513934;1;PIRASSUNUNGA;SP;SP2208
513937;1;IBIRA;SP;SP2206
513938;1;SAO PAULO;SP;SP1112
513939;1;CARAPICUIBA;SP;SP1108
513949;1;SANTO ANDRE;SP;SP1118
513950;1;ADOLFO;SP;SP2206
513970;1;SAO PAULO;SP;SP1124
513979;1;SAO PAULO;SP;SP1111
513981;1;SAO BERNARDO DO CAMPO;SP;SP1103
513988;1;SAO PAULO;SP;SP1112
513988;2;SAO PAULO;SP;SP1112
514014;1;SAO PAULO;SP;SP1111
514030;1;SAO PAULO;SP;SP1122
514056;1;BERNARDINO DE CAMPOS;SP;SP2207
514075;1;OSASCO;SP;SP1109
514099;1;CARAPICUIBA;SP;SP1108
514161;1;SAO PAULO;SP;SP1105
514169;1;ITAJOBI;SP;SP2206
514174;1;SAO PAULO;SP;SP1104
514175;1;SANTANA DE PARNAIBA;SP;SP1119
514179;1;RIBEIRAO PIRES;SP;1115SP
514179;1;RIBEIRAO PIRES;SP;SP1118
514182;1;BARUERI;SP;SP1119
514219;1;FRANCA;SP;2205SP
514219;1;FRANCA;SP;SP2212
514222;1;SAO PAULO;SP;SP1104
514230;1;AGUAI;SP;SP2208
514231;1;GUARULHOS;SP;SP1117
514233;1;SAO PAULO;SP;SP1104
514235;1;SAO JOSE DO RIO PRETO;SP;SP2206
514236;1;SAO PAULO;SP;SP1121
514237;1;MAUA;SP;SP1106
514239;1;NOVA LUZITANIA;SP;SP2202
514247;1;SAO PAULO;SP;SP1120
514281;1;NOVO HORIZONTE;SP;SP2211
514293;1;SAO PAULO;SP;SP1116
514294;1;SAO PAULO;SP;SP1104
514295;1;ARACATUBA;SP;SP2202
514298;1;EMBAUBA;SP;SP2206
514760;1;SAO CARLOS;SP;SP1098
515588;1;SAO PAULO;SP;SP1098
516000;1;SAO BENTO DO SAPUCAI;SP;SP2219
516003;1;CAMPO LIMPO PAULISTA;SP;SP2214
516006;1;MAUA;SP;SP1106
516008;1;MONTE APRAZIVEL;SP;SP2213
516013;1;OSASCO;SP;SP1109
516014;1;RIBEIRAO PRETO;SP;SP2212
516016;1;SAO PAULO;SP;SP1111
516022;4;PILAR DO SUL;SP;SP2215
516024;1;CAMPINAS;SP;SP2214
516026;1;CARAGUATATUBA;SP;SP2219
516034;1;SAO BERNARDO DO CAMPO;SP;SP1103
516035;1;SAO PAULO;SP;SP1105
516037;1;SAO PAULO;SP;SP1111
516041;1;BARRETOS;SP;SP2212
516042;1;SAO PAULO;SP;SP1121
516043;1;VINHEDO;SP;SP2214
516279;1;SAO PAULO;SP;SP1124
516286;1;SAO SIMAO;SP;SP2212
516294;1;ORIENTE;SP;SP2211
516297;1;ITAPEVI;SP;SP1119
516298;1;SANTO ANDRE;SP;SP1118
516302;1;SAO PAULO;SP;SP1120
516305;1;SUMARE;SP;SP2217
516308;1;ADAMANTINA;SP;SP2209
516318;1;LINS;SP;SP2211
516321;1;AGUAI;SP;SP2208
516323;1;SAO PAULO;SP;SP1123
516328;3;SAO PAULO;SP;1106SP
516328;5;SAO PAULO;SP;1106SP
516328;1;SAO PAULO;SP;1106SP
516328;1;SAO PAULO;SP;SP1115
516328;3;SAO PAULO;SP;SP1115
516328;5;SAO PAULO;SP;SP1115
516334;1;SANTO ANDRE;SP;SP1118
516336;1;SAO PAULO;SP;SP1122
516347;1;SAO PAULO;SP;SP1122
516348;1;SAO PAULO;SP;SP1122
516355;2;ITAPETININGA;SP;SP2215
516355;1;ITAPETININGA;SP;SP2215
516357;1;JACAREI;SP;SP2219
516358;1;LINS;SP;SP2211
516365;1;SAO PAULO;SP;SP1122
516366;1;SAO PAULO;SP;SP1112
516372;1;CATANDUVA;SP;SP2206
516373;1;BURITIZAL;SP;SP2212
516379;1;SAO PAULO;SP;SP1115
516381;1;ITAPUI;SP;SP2207
516385;1;SAO PAULO;SP;SP1104
516386;1;SAO PAULO;SP;SP1105
516387;1;SAO PAULO;SP;SP1105
516388;1;ATIBAIA;SP;SP2214
516400;1;SAO PAULO;SP;SP1105
516414;1;SANTO ANDRE;SP;SP1118
516417;1;SAO PAULO;SP;SP1121
516419;1;SAO PAULO;SP;SP1115
516425;1;SANTO ANDRE;SP;SP1118
516427;1;JAU;SP;SP2207
516428;1;SAO PAULO;SP;SP1112
516434;1;GUARULHOS;SP;SP1117
516436;1;JUQUITIBA;SP;SP1123
516440;1;ARIRANHA;SP;SP2206
516443;1;SAO BERNARDO DO CAMPO;SP;SP1103
516444;1;ASSIS;SP;SP2211
516445;1;SAO BERNARDO DO CAMPO;SP;SP1103
516449;1;BATATAIS;SP;SP2212
516457;1;CASA BRANCA;SP;SP2208
516469;1;BARIRI;SP;SP2207
516480;1;CAMPINAS;SP;SP2214
516482;1;BARRETOS;SP;SP2212
516484;1;SAO PAULO;SP;SP1105
516489;1;AGUAI;SP;SP2208
516490;1;PIRACICABA;SP;SP2217
516492;1;ALUMINIO;SP;SP2204
516495;1;JANDIRA;SP;SP1108
516496;4;VARGEM GRANDE PAULISTA;SP;SP1108
516496;2;COTIA;SP;SP1108
516497;1;SAO PAULO;SP;SP1115
516509;1;BAURU;SP;SP2207
516519;1;PARAISO;SP;SP2206
516526;1;SAO PAULO;SP;SP1111
516527;1;SAO JOSE DOS CAMPOS;SP;SP2219
516532;1;BARRETOS;SP;SP2212
516533;1;SANTO ANDRE;SP;SP1118
516534;1;BATATAIS;SP;SP2212
516541;1;SAO CARLOS;SP;SP2218
516542;1;SUMARE;SP;SP2217
516548;1;ITARARE;SP;SP2215
516549;1;ITARARE;SP;SP2215
516551;1;PORTO FELIZ;SP;SP2214
516552;1;LARANJAL PAULISTA;SP;SP2217
516557;1;POA;SP;SP1106
516562;1;SAO PAULO;SP;SP1112
516563;1;RIBEIRAO PIRES;SP;SP1118
516564;1;ITAQUAQUECETUBA;SP;SP1116
516566;1;AVANHANDAVA;SP;2206SP
516567;1;COTIA;SP;SP1108
516568;1;SAO PAULO;SP;SP1121
516570;1;JUNDIAI;SP;SP2214
516572;1;SANTO ANTONIO DO PINHAL;SP;SP2219
516579;1;COTIA;SP;SP1108
516582;1;MAUA;SP;SP1106
516584;1;SAO PAULO;SP;SP1101
516586;1;GUARACI;SP;SP2212
516593;1;ITARARE;SP;SP2215
516605;1;VALINHOS;SP;SP2214
516612;1;SOROCABA;SP;SP2204
516612;6;SOROCABA;SP;SP2204
516612;4;SOROCABA;SP;SP2204
516615;1;OSASCO;SP;1106SP
516622;1;BAURU;SP;SP2207
516634;1;BROTAS;SP;SP2218
516636;1;DRACENA;SP;SP2209
516636;3;PANORAMA;SP;SP2209
516636;2;PRESIDENTE VENCESLAU;SP;SP2209
516646;1;SAO JOSE DO RIO PRETO;SP;SP2206
516650;1;CASA BRANCA;SP;SP2208
516652;1;AMERICANA;SP;SP2210
516663;1;TATUI;SP;SP2215
516666;1;SAO PAULO;SP;SP1105
516668;1;FERNANDOPOLIS;SP;2206SP
516668;1;FERNANDOPOLIS;SP;SP2000
516670;1;OSASCO;SP;SP1109
516678;1;MOGI-GUACU;SP;SP2208
516679;1;RIBEIRAO PRETO;SP;SP2212
516685;1;CATANDUVA;SP;SP2206
516689;1;SAO PAULO;SP;SP1101
516690;1;SAO PAULO;SP;SP1104
516698;1;CERQUEIRA CESAR;SP;SP2207
516706;1;SAO PAULO;SP;SP1111
516710;1;CORUMBATAI;SP;SP2218
516713;1;COSMOPOLIS;SP;SP2210
516718;1;SAO PAULO;SP;SP1112
516724;1;SAO PAULO;SP;SP1107
516731;1;SOROCABA;SP;SP2204
516735;1;IACANGA;SP;SP2207
516736;1;CAJAMAR;SP;SP1119
516746;1;SAO BERNARDO DO CAMPO;SP;SP1103
516747;1;GUARULHOS;SP;SP1117
516749;1;ITAQUAQUECETUBA;SP;SP1116
516755;1;APIAI;SP;SP2215
516759;1;ORLANDIA;SP;2205SP
516759;1;ORLANDIA;SP;SP2212
516762;1;SAO PAULO;SP;SP1107
516771;1;SAO PAULO;SP;1101SP
516771;1;SAO PAULO;SP;SP1111
516777;1;SAO PAULO;SP;SP1120
516779;1;JARDINOPOLIS;SP;SP2212
516786;1;RIBEIRAO PRETO;SP;SP2212
516793;1;SAO PAULO;SP;SP1122
516800;1;SAO BERNARDO DO CAMPO;SP;SP1103
516803;1;CAIEIRAS;SP;SP1119
